MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,PoolArea,SaleCondition,SalePrice
20,FV,12853,Inside,1Fam,5,2010,2010,CemntBd,0.0,1642.0,0,1,1,1,1,852.0,0,Partial,180921.19589041095
60,FV,7379,Inside,1Fam,5,2000,2000,VinylSd,0.0,975.0,873,2,3,1,1,592.0,0,Normal,180921.19589041095
20,FV,8000,Inside,1Fam,5,2002,2002,VinylSd,0.0,1492.0,0,2,3,1,1,596.0,0,Normal,180921.19589041095
20,RL,10456,Inside,1Fam,6,1967,1967,HdBoard,0.0,1829.0,0,2,4,1,0,535.0,0,Normal,180921.19589041095
60,RL,10791,Inside,1Fam,5,1993,1993,MetalSd,0.0,1280.0,1215,2,4,1,1,660.0,0,Normal,180921.19589041095
50,RL,18837,Inside,1Fam,5,1978,1978,MetalSd,46.0,1224.0,604,3,3,1,1,678.0,0,Normal,180921.19589041095
60,RL,9600,Inside,1Fam,6,1971,1971,MetalSd,0.0,715.0,715,1,4,1,0,441.0,0,Normal,180921.19589041095
20,RL,9600,Inside,1Fam,5,1966,1966,VinylSd,0.0,1232.0,0,1,3,1,0,490.0,0,Normal,180921.19589041095
20,RL,9900,Corner,1Fam,5,1966,1966,HdBoard,0.0,1209.0,0,1,3,1,0,504.0,0,Normal,180921.19589041095
20,RL,9680,Inside,1Fam,6,1967,1967,Wd Sdng,0.0,1510.0,0,2,3,1,0,517.0,0,Normal,180921.19589041095
80,RL,10600,Inside,1Fam,5,1964,1964,HdBoard,0.0,533.0,644,2,3,1,0,480.0,0,Family,180921.19589041095
90,RL,13260,Inside,Duplex,6,1962,2001,HdBoard,0.0,1728.0,0,2,6,2,0,0.0,0,Abnorml,180921.19589041095
50,RL,9724,Inside,1Fam,7,1952,2002,MetalSd,0.0,1140.0,532,2,3,1,2,400.0,0,Normal,180921.19589041095
50,RL,17360,Corner,1Fam,6,1949,1950,MetalSd,0.0,782.0,537,2,3,1,1,470.0,0,Normal,180921.19589041095
85,RL,11380,Inside,1Fam,8,1966,2008,HdBoard,0.0,1080.0,0,1,2,1,1,315.0,0,Normal,180921.19589041095
90,RL,8267,Corner,Duplex,5,1958,1958,HdBoard,0.0,1604.0,0,2,4,2,0,576.0,0,Normal,180921.19589041095
20,RL,8197,Inside,1Fam,5,2003,2009,VinylSd,0.0,1480.0,0,2,3,1,0,620.0,0,Normal,180921.19589041095
20,RL,8050,Inside,1Fam,5,1959,1959,MetalSd,162.0,1143.0,0,1,3,1,0,308.0,0,Normal,180921.19589041095
20,RL,10725,Inside,1Fam,5,1959,1959,MetalSd,0.0,1206.0,0,1,3,1,0,312.0,0,Normal,180921.19589041095
20,RL,10032,Inside,1Fam,5,1959,1959,Wd Sdng,0.0,1244.0,0,1,3,1,2,440.0,0,Normal,180921.19589041095
50,RL,8382,Inside,1Fam,5,1956,1956,MetalSd,0.0,832.0,505,1,3,1,0,263.0,0,Normal,180921.19589041095
20,RL,10950,Inside,1Fam,7,1952,1952,WdShing,0.0,864.0,0,1,2,1,0,318.0,0,Normal,180921.19589041095
20,RL,10895,Corner,1Fam,6,1955,1955,MetalSd,0.0,972.0,0,1,3,1,0,305.0,0,Normal,180921.19589041095
190,RL,13587,Inside,2fmCon,5,1958,1958,MetalSd,0.0,988.0,0,1,2,1,0,264.0,0,Abnorml,180921.19589041095
30,RL,7898,Corner,1Fam,7,1920,1994,MetalSd,0.0,576.0,0,1,2,1,0,676.0,0,Normal,180921.19589041095
50,RL,8064,Inside,1Fam,8,1948,2004,WdShing,174.0,816.0,408,1,3,1,0,280.0,0,Normal,180921.19589041095
20,RL,7635,Corner,1Fam,6,1960,1960,BrkFace,350.0,1175.0,0,1,3,1,0,484.0,0,Normal,180921.19589041095
20,RL,9760,Inside,1Fam,7,1963,1984,Wd Sdng,263.0,1395.0,0,1,2,1,1,440.0,0,Normal,180921.19589041095
50,RM,4800,Corner,1Fam,5,1900,1954,Wd Sdng,0.0,709.0,687,1,3,1,2,240.0,0,Abnorml,180921.19589041095
30,RM,4485,Inside,1Fam,7,1920,1950,Wd Sdng,0.0,936.0,0,1,2,1,1,0.0,0,Normal,180921.19589041095
20,RM,5805,Inside,1Fam,7,1957,1957,MetalSd,1073.0,1347.0,0,1,3,1,0,551.0,0,Normal,180921.19589041095
45,RM,6900,Corner,1Fam,7,1938,2000,MetalSd,0.0,827.0,424,1,3,1,0,240.0,0,Normal,180921.19589041095
50,RM,11851,Inside,1Fam,7,1948,2009,VinylSd,0.0,1027.0,606,1,3,1,1,240.0,0,Normal,180921.19589041095
50,RM,8239,Inside,1Fam,6,1920,1962,MetalSd,0.0,1008.0,185,1,3,1,0,315.0,0,Normal,180921.19589041095
30,RM,9656,Inside,1Fam,2,1923,1970,AsbShng,0.0,678.0,0,1,2,1,1,780.0,0,Abnorml,180921.19589041095
70,RM,9600,Corner,1Fam,9,1900,2003,Wd Sdng,0.0,930.0,636,2,3,1,0,288.0,0,Abnorml,180921.19589041095
70,RM,9000,Inside,1Fam,9,1890,2002,Wd Sdng,0.0,346.0,1111,3,3,1,0,624.0,0,Normal,180921.19589041095
190,RM,9045,Inside,2fmCon,3,1910,1950,MetalSd,0.0,840.0,1128,2,4,2,0,0.0,0,Abnorml,180921.19589041095
70,RM,10560,Inside,1Fam,7,1922,1994,Wd Sdng,0.0,738.0,602,1,2,1,0,624.0,0,Normal,180921.19589041095
50,RM,5830,Corner,1Fam,6,1950,1997,MetalSd,0.0,988.0,582,1,3,1,0,363.0,0,Normal,180921.19589041095
75,RL,7793,Corner,1Fam,7,1922,2005,Wd Sdng,0.0,1108.0,908,1,3,1,1,315.0,0,Normal,180921.19589041095
30,RM,5000,Inside,1Fam,7,1925,1950,MetalSd,0.0,765.0,0,1,2,1,0,200.0,0,Normal,180921.19589041095
50,RM,6000,Inside,1Fam,7,1939,1950,MetalSd,12.0,608.0,524,1,2,1,0,240.0,0,Abnorml,180921.19589041095
50,RM,6000,Inside,1Fam,6,1940,1950,MetalSd,0.0,572.0,348,1,3,1,2,576.0,0,Normal,180921.19589041095
50,RM,6360,Corner,1Fam,6,1942,1950,MetalSd,159.0,835.0,498,1,3,1,2,240.0,0,Normal,180921.19589041095
50,RM,6000,Inside,1Fam,7,1948,1950,Wd Sdng,0.0,780.0,636,1,3,1,0,312.0,0,Normal,180921.19589041095
50,RM,6240,Inside,1Fam,7,1936,1980,VinylSd,0.0,528.0,492,1,2,1,0,624.0,0,Normal,180921.19589041095
50,RM,6240,Inside,1Fam,5,1930,1950,MetalSd,0.0,928.0,608,2,4,1,1,480.0,0,Normal,180921.19589041095
30,RM,6120,Inside,1Fam,5,1923,1950,Wd Sdng,0.0,1124.0,0,1,2,1,1,288.0,0,Normal,180921.19589041095
50,RM,8094,Inside,1Fam,5,1915,1950,MetalSd,0.0,888.0,1074,1,4,1,1,572.0,0,Normal,180921.19589041095
70,RM,12900,Inside,1Fam,8,1912,2009,Wd Sdng,0.0,780.0,780,1,3,1,0,0.0,0,Normal,180921.19589041095
70,RM,3068,Inside,1Fam,8,1920,1993,VinylSd,0.0,662.0,662,1,3,1,0,180.0,0,Normal,180921.19589041095
20,RL,15263,Inside,1Fam,5,1959,1959,HdBoard,0.0,1422.0,0,2,3,1,2,365.0,0,Normal,180921.19589041095
50,RL,10632,Inside,1Fam,3,1917,1950,Wd Sdng,0.0,689.0,499,1,3,1,0,180.0,0,Normal,180921.19589041095
190,RL,9900,Inside,2fmCon,4,1915,1950,Wd Sdng,0.0,1212.0,180,1,3,1,0,0.0,0,Normal,180921.19589041095
50,RL,6001,Inside,1Fam,5,1940,1950,VinylSd,0.0,600.0,319,1,3,1,0,231.0,0,Normal,180921.19589041095
70,C (all),6449,Inside,1Fam,1,1907,1950,Wd Sdng,0.0,707.0,942,1,4,1,0,0.0,0,Abnorml,180921.19589041095
190,RH,6048,Corner,2fmCon,7,1910,1950,Wd Sdng,0.0,856.0,744,2,2,2,1,450.0,0,Normal,180921.19589041095
90,RL,10773,Inside,Duplex,3,1967,1967,Plywood,0.0,1832.0,0,2,4,2,0,0.0,0,Normal,180921.19589041095
20,RL,7800,Inside,1Fam,7,1966,2008,HdBoard,474.0,864.0,0,1,3,1,0,416.0,0,Normal,180921.19589041095
20,RL,7832,Inside,1Fam,5,1968,1968,HdBoard,0.0,864.0,0,1,2,1,0,280.0,0,Normal,180921.19589041095
90,RL,7424,Inside,Duplex,5,1978,1978,Plywood,0.0,1319.0,0,1,3,1,2,591.0,0,Normal,180921.19589041095
60,RL,11227,Inside,1Fam,5,1968,1968,HdBoard,453.0,720.0,720,1,4,1,2,480.0,0,Normal,180921.19589041095
20,RL,20062,Inside,1Fam,7,1977,2001,Wd Sdng,0.0,1420.0,0,1,1,1,2,690.0,0,Normal,180921.19589041095
30,RL,9259,Corner,1Fam,4,1927,1950,Wd Sdng,0.0,660.0,0,1,2,1,0,440.0,0,Normal,180921.19589041095
60,RL,17082,CulDSac,1Fam,5,1978,1992,VinylSd,0.0,1117.0,864,2,4,1,1,522.0,0,Normal,180921.19589041095
50,RL,18600,Inside,1Fam,4,1938,1990,Wd Sdng,684.0,972.0,558,2,4,1,1,480.0,0,Normal,180921.19589041095
20,RL,11479,Inside,1Fam,7,1950,1987,Wd Sdng,387.0,663.0,0,1,3,1,1,467.0,0,Normal,180921.19589041095
50,RL,9350,Inside,1Fam,6,1947,1979,WdShing,0.0,756.0,0,1,3,1,1,209.0,0,Normal,180921.19589041095
20,RL,9525,Inside,1Fam,7,1954,1998,WdShing,0.0,1172.0,0,1,3,1,0,366.0,0,Normal,180921.19589041095
20,RL,17485,Inside,1Fam,5,2009,2010,VinylSd,0.0,1508.0,0,1,1,1,2,572.0,0,Partial,180921.19589041095
20,RL,11200,CulDSac,1Fam,3,1964,1964,Wd Sdng,0.0,1250.0,0,2,3,1,0,504.0,0,Normal,180921.19589041095
20,RL,11980,Inside,1Fam,5,1987,1987,Plywood,0.0,1433.0,0,1,1,1,2,528.0,0,Normal,180921.19589041095
60,RL,12361,CulDSac,1Fam,7,1993,1993,VinylSd,0.0,946.0,838,2,3,1,1,1017.0,0,Normal,180921.19589041095
20,RL,7360,Inside,1Fam,5,2010,2010,VinylSd,0.0,1222.0,0,2,2,1,0,615.0,0,Normal,180921.19589041095
50,RL,14235,Inside,1Fam,8,1900,1993,Wd Sdng,0.0,676.0,614,2,3,1,0,484.0,0,Normal,180921.19589041095
85,RL,11105,Corner,1Fam,5,1996,1996,VinylSd,0.0,870.0,0,1,2,1,0,580.0,0,Normal,180921.19589041095
60,RL,9337,Inside,1Fam,5,1997,1998,VinylSd,0.0,878.0,800,2,3,1,1,513.0,0,Normal,180921.19589041095
20,RL,15240,FR2,1Fam,8,1977,2004,CemntBd,688.0,1026.0,0,1,3,1,0,308.0,0,Normal,180921.19589041095
20,RL,7480,Inside,1Fam,6,1972,1972,Wd Sdng,0.0,876.0,0,1,3,1,0,484.0,0,Normal,180921.19589041095
20,RL,10389,Inside,1Fam,5,2003,2003,CemntBd,0.0,1978.0,0,2,3,1,1,850.0,0,Normal,180921.19589041095
60,RL,9375,Inside,1Fam,5,1997,1997,VinylSd,0.0,1040.0,1054,2,4,1,1,621.0,0,Normal,180921.19589041095
120,RM,4435,Inside,TwnhsE,5,2003,2003,VinylSd,0.0,848.0,0,1,1,1,0,420.0,0,Normal,180921.19589041095
30,RL,8777,Inside,1Fam,6,1945,2007,VinylSd,0.0,0.0,0,1,2,1,0,240.0,0,Normal,180921.19589041095
20,RL,8842,Corner,1Fam,6,1954,1954,VinylSd,0.0,381.0,0,1,3,1,0,319.0,0,Abnorml,180921.19589041095
20,RL,10044,CulDSac,1Fam,6,1968,1968,MetalSd,0.0,1196.0,0,1,3,1,0,336.0,0,Normal,180921.19589041095
50,RL,11792,Inside,1Fam,5,1948,1950,VinylSd,0.0,744.0,328,1,2,1,0,480.0,0,Abnorml,180921.19589041095
80,RL,6305,Inside,1Fam,6,1975,1975,Plywood,0.0,1008.0,0,1,3,1,1,352.0,0,Normal,180921.19589041095
20,RL,6410,Inside,1Fam,5,1958,1958,WdShing,0.0,960.0,0,1,3,1,0,0.0,0,Normal,180921.19589041095
30,RL,4853,Inside,1Fam,6,1924,1999,MetalSd,0.0,1107.0,0,2,2,1,1,260.0,0,Normal,180921.19589041095
30,RL,7890,Corner,1Fam,6,1939,1950,Wd Sdng,0.0,856.0,0,1,2,1,1,399.0,0,Normal,180921.19589041095
90,RH,7200,Inside,Duplex,6,1967,1967,Plywood,0.0,0.0,1788,3,6,2,0,0.0,0,Normal,180921.19589041095
50,RL,9839,Inside,1Fam,2,1931,1950,VinylSd,0.0,894.0,772,1,3,1,1,0.0,0,Normal,180921.19589041095
50,RL,10452,Inside,1Fam,6,1941,1985,Wd Sdng,252.0,1528.0,908,1,4,1,2,312.0,0,Normal,180921.19589041095
90,RL,15600,Inside,Duplex,6,1950,1991,VinylSd,0.0,1032.0,1075,2,5,2,0,484.0,0,Normal,180921.19589041095
80,RL,19645,FR2,1Fam,6,1994,2007,VinylSd,0.0,423.0,756,2,3,1,0,473.0,0,Normal,180921.19589041095
120,RM,3907,Inside,TwnhsE,6,1989,1989,HdBoard,0.0,982.0,0,1,1,1,1,598.0,0,Normal,180921.19589041095
120,RM,3907,Inside,TwnhsE,5,1989,1989,HdBoard,0.0,1191.0,0,2,2,1,1,531.0,0,Normal,180921.19589041095
30,RM,8154,Inside,1Fam,5,1941,1950,Wd Sdng,0.0,480.0,0,1,1,1,0,200.0,0,Normal,180921.19589041095
50,RM,9140,Inside,1Fam,5,1921,1975,Wd Sdng,0.0,629.0,380,1,2,1,0,625.0,0,Normal,180921.19589041095
30,C (all),8712,Corner,1Fam,7,1896,1950,Wd Sdng,0.0,756.0,0,1,3,1,0,330.0,0,Alloca,180921.19589041095
120,RM,3811,Corner,TwnhsE,5,2004,2005,CemntBd,0.0,1594.0,0,2,2,1,1,525.0,0,Normal,180921.19589041095
60,RL,11050,Inside,1Fam,5,1998,1999,VinylSd,0.0,1049.0,880,2,3,1,1,741.0,0,Normal,180921.19589041095
80,RL,9620,Inside,1Fam,7,1977,1977,Plywood,0.0,1243.0,0,2,3,1,1,473.0,0,Normal,180921.19589041095
90,RL,12760,Inside,Duplex,5,1976,1976,Plywood,0.0,1958.0,0,3,5,2,0,776.0,0,Normal,180921.19589041095
20,RL,11896,Corner,1Fam,5,2008,2008,VinylSd,0.0,1336.0,0,2,3,1,1,660.0,0,Normal,180921.19589041095
20,RL,9803,Inside,1Fam,5,2009,2010,VinylSd,0.0,1214.0,0,2,2,1,0,520.0,0,Partial,180921.19589041095
60,RL,9802,Inside,1Fam,5,2006,2007,VinylSd,0.0,384.0,700,2,3,1,0,400.0,0,Normal,180921.19589041095
20,RL,15300,Inside,1Fam,5,1965,1977,Plywood,0.0,1068.0,0,1,2,1,1,528.0,0,Normal,180921.19589041095
20,RL,10114,Inside,1Fam,5,2004,2005,VinylSd,0.0,1430.0,0,2,3,1,0,624.0,0,Normal,180921.19589041095
20,RL,11875,Inside,1Fam,5,1999,1999,VinylSd,0.0,1344.0,0,2,3,1,1,686.0,0,Normal,180921.19589041095
120,RM,2394,Inside,Twnhs,6,1973,1973,CemntBd,0.0,945.0,0,1,2,1,1,253.0,0,Normal,180921.19589041095
160,RM,1476,Inside,Twnhs,7,1970,1970,CemntBd,0.0,546.0,546,1,3,1,0,0.0,0,Normal,180921.19589041095
160,RM,1900,Inside,TwnhsE,4,1970,1970,CemntBd,0.0,546.0,546,1,3,1,0,0.0,0,Normal,180921.19589041095
160,RM,1890,Inside,TwnhsE,6,1972,1972,CemntBd,0.0,546.0,546,1,3,1,0,286.0,0,Normal,180921.19589041095
20,RL,6953,Inside,1Fam,7,1971,2004,VinylSd,0.0,864.0,0,1,3,1,0,352.0,0,Normal,180921.19589041095
20,RL,12887,Inside,1Fam,7,1984,1984,VinylSd,590.0,833.0,0,1,2,1,0,495.0,0,Normal,180921.19589041095
90,RL,7700,Inside,Duplex,2,1985,1986,HdBoard,0.0,1216.0,1216,4,4,2,0,616.0,0,Normal,180921.19589041095
60,RL,10475,Inside,1Fam,5,1991,1991,HdBoard,0.0,624.0,650,1,3,1,0,576.0,0,Normal,180921.19589041095
50,RL,10544,Inside,1Fam,5,1969,1969,HdBoard,0.0,864.0,615,2,5,1,0,275.0,0,Normal,180921.19589041095
20,RL,9892,Inside,1Fam,5,1994,1995,VinylSd,284.0,1679.0,0,2,3,1,2,482.0,0,Normal,180921.19589041095
60,RL,12961,Inside,1Fam,5,1993,1994,VinylSd,0.0,1152.0,645,2,3,1,1,616.0,0,Normal,180921.19589041095
20,RL,13008,Inside,1Fam,5,1956,1956,MetalSd,0.0,882.0,0,1,2,1,0,502.0,0,Normal,180921.19589041095
20,RL,10200,Inside,1Fam,5,1974,1974,Plywood,0.0,1434.0,0,2,4,1,1,528.0,0,Normal,180921.19589041095
60,RL,10179,Corner,1Fam,5,1997,1997,VinylSd,0.0,945.0,663,2,3,1,1,470.0,0,Normal,180921.19589041095
60,RL,11792,Inside,1Fam,5,2003,2003,VinylSd,0.0,1008.0,1275,2,4,1,1,632.0,0,Normal,180921.19589041095
80,RL,8400,Inside,1Fam,5,1996,1997,HdBoard,0.0,384.0,670,2,3,1,1,390.0,0,Normal,180921.19589041095
120,RL,7296,CulDSac,TwnhsE,5,2004,2005,CemntBd,0.0,2208.0,0,2,1,1,1,564.0,0,Normal,180921.19589041095
120,RL,7380,Corner,1Fam,5,1998,1998,CemntBd,0.0,1418.0,0,2,2,1,0,495.0,0,Normal,180921.19589041095
120,RL,8013,Corner,TwnhsE,5,1995,1996,CemntBd,0.0,1587.0,0,2,2,1,0,528.0,0,Normal,180921.19589041095
80,RL,8923,Inside,1Fam,5,1998,1998,VinylSd,0.0,384.0,631,2,3,1,1,396.0,0,Normal,180921.19589041095
60,RL,7500,Inside,1Fam,5,1998,1999,VinylSd,0.0,952.0,684,2,3,1,1,440.0,0,Normal,180921.19589041095
60,RL,8803,Inside,1Fam,5,1994,1995,HdBoard,0.0,707.0,809,2,3,1,1,409.0,0,Normal,180921.19589041095
20,RL,7250,Inside,1Fam,5,1993,1993,HdBoard,0.0,1181.0,0,2,3,1,1,430.0,0,Normal,180921.19589041095
60,RL,11900,Inside,1Fam,6,1977,1977,HdBoard,0.0,1122.0,988,2,3,1,1,567.0,0,Normal,180921.19589041095
60,RL,13250,Inside,1Fam,6,1978,1978,HdBoard,0.0,832.0,896,2,4,1,1,529.0,0,Abnorml,180921.19589041095
20,RL,10928,Inside,1Fam,6,1978,1986,VinylSd,0.0,1427.0,0,2,3,1,1,484.0,0,Normal,180921.19589041095
60,RL,12388,Inside,1Fam,7,1980,1991,Plywood,0.0,1043.0,1134,2,4,1,1,441.0,0,Normal,180921.19589041095
20,RL,11088,Inside,1Fam,5,1978,1998,HdBoard,0.0,1140.0,0,2,3,1,1,479.0,0,Normal,180921.19589041095
60,FV,7000,Inside,1Fam,5,2003,2003,CemntBd,0.0,926.0,868,2,3,1,1,581.0,0,Normal,180921.19589041095
60,FV,7500,Inside,1Fam,5,2000,2001,VinylSd,0.0,1058.0,816,2,3,1,1,588.0,0,Normal,180921.19589041095
60,FV,8470,Corner,1Fam,5,2002,2002,VinylSd,276.0,972.0,839,2,3,1,1,565.0,0,Normal,180921.19589041095
20,RL,9373,CulDSac,1Fam,7,1975,1975,HdBoard,168.0,1621.0,0,2,3,1,2,478.0,0,Normal,180921.19589041095
20,RL,10140,Inside,1Fam,6,1974,1974,Plywood,0.0,1116.0,0,2,3,1,1,528.0,0,Normal,180921.19589041095
20,RL,11050,Corner,1Fam,5,1975,1975,Plywood,0.0,1176.0,0,2,3,1,1,506.0,0,Normal,180921.19589041095
20,RL,7830,Inside,1Fam,5,1970,1970,HdBoard,0.0,1180.0,0,1,2,1,0,477.0,0,Normal,180921.19589041095
20,RL,8510,Inside,1Fam,7,1971,1971,Plywood,0.0,1043.0,0,1,3,1,0,336.0,0,Normal,180921.19589041095
20,RL,7038,Inside,1Fam,6,1970,1970,VinylSd,0.0,864.0,0,1,3,1,0,576.0,0,Abnorml,180921.19589041095
20,RL,9000,FR2,1Fam,7,1971,2006,VinylSd,0.0,864.0,0,1,3,1,0,576.0,0,Normal,180921.19589041095
160,RM,1680,Inside,Twnhs,5,1973,1973,HdBoard,0.0,483.0,504,1,2,1,0,264.0,0,Normal,180921.19589041095
160,RM,1680,Inside,Twnhs,6,1972,1972,HdBoard,294.0,483.0,504,1,2,1,0,288.0,0,Normal,180921.19589041095
160,RL,2308,FR2,TwnhsE,5,1976,1976,Plywood,0.0,804.0,744,2,3,1,1,440.0,0,Normal,180921.19589041095
120,RL,2280,FR2,Twnhs,5,1975,1975,Plywood,622.0,1057.0,0,2,2,1,1,440.0,0,Normal,180921.19589041095
160,RL,2349,Inside,Twnhs,5,1977,1977,Plywood,0.0,855.0,601,2,3,1,1,440.0,0,Normal,180921.19589041095
160,RL,2364,Inside,TwnhsE,5,1978,1978,Plywood,0.0,804.0,744,2,3,1,1,440.0,0,Normal,180921.19589041095
160,RL,2364,Inside,TwnhsE,5,1978,1978,Plywood,0.0,855.0,601,2,3,1,1,440.0,0,Normal,180921.19589041095
120,RL,2104,Inside,TwnhsE,6,1976,1976,Plywood,0.0,836.0,0,1,2,1,0,345.0,0,Normal,180921.19589041095
20,RL,10710,Inside,1Fam,7,1966,2004,HdBoard,0.0,864.0,0,1,3,1,1,656.0,0,Normal,180921.19589041095
60,RL,14257,Inside,1Fam,5,2007,2007,VinylSd,0.0,1776.0,978,3,4,1,3,754.0,0,Normal,180921.19589041095
60,RL,12350,Inside,1Fam,5,2009,2009,VinylSd,0.0,1365.0,1325,2,3,1,1,864.0,0,Partial,180921.19589041095
20,RL,12350,Inside,1Fam,5,2008,2008,VinylSd,0.0,2020.0,0,2,3,1,1,896.0,0,Normal,180921.19589041095
20,RL,13693,Inside,1Fam,5,2007,2007,VinylSd,0.0,2630.0,0,2,2,1,2,762.0,0,Normal,180921.19589041095
20,RL,11578,Inside,1Fam,5,2008,2008,VinylSd,0.0,1736.0,0,2,3,1,1,834.0,0,Normal,180921.19589041095
20,RL,16870,FR3,1Fam,5,2004,2005,VinylSd,0.0,1782.0,0,2,3,1,2,932.0,0,Normal,180921.19589041095
60,RL,23303,CulDSac,1Fam,5,2007,2007,VinylSd,0.0,1508.0,1012,2,5,1,1,640.0,0,Family,180921.19589041095
20,RL,10367,Inside,1Fam,5,2008,2008,VinylSd,0.0,1739.0,0,2,3,1,1,927.0,0,Normal,180921.19589041095
20,RL,10872,Inside,1Fam,5,2006,2006,VinylSd,0.0,1504.0,0,2,2,1,1,700.0,0,Normal,180921.19589041095
20,RL,13514,Corner,1Fam,5,2008,2008,VinylSd,0.0,1774.0,0,2,3,1,1,850.0,0,Normal,180921.19589041095
20,RL,12878,Corner,1Fam,5,2003,2004,VinylSd,0.0,1760.0,0,2,3,1,1,583.0,0,Normal,180921.19589041095
20,RL,15274,Corner,1Fam,5,2003,2003,VinylSd,0.0,2452.0,0,2,3,1,1,886.0,0,Normal,180921.19589041095
60,RL,13262,Inside,1Fam,5,2003,2004,VinylSd,0.0,1082.0,1295,3,4,1,1,730.0,0,Normal,180921.19589041095
20,RL,9658,Inside,1Fam,5,2006,2006,VinylSd,0.0,1598.0,0,2,3,1,1,871.0,0,Normal,180921.19589041095
120,RL,6904,Inside,TwnhsE,5,2005,2005,VinylSd,0.0,1358.0,0,2,2,1,1,484.0,0,Normal,180921.19589041095
120,RL,5122,Inside,Twnhs,5,2005,2005,VinylSd,0.0,1306.0,0,2,1,1,1,624.0,0,Normal,180921.19589041095
120,RL,10307,Inside,TwnhsE,5,2007,2008,VinylSd,0.0,1350.0,0,2,2,1,1,484.0,0,Normal,180921.19589041095
20,RL,14836,Inside,1Fam,5,2004,2005,CemntBd,0.0,2492.0,0,2,2,1,1,949.0,0,Abnorml,180921.19589041095
20,RL,15262,Corner,1Fam,5,2003,2004,VinylSd,0.0,2200.0,0,2,3,1,1,685.0,0,Normal,180921.19589041095
120,RL,7390,Inside,TwnhsE,5,2008,2009,MetalSd,0.0,1884.0,0,2,2,1,1,649.0,0,Partial,180921.19589041095
120,RL,6472,Inside,TwnhsE,5,2008,2008,VinylSd,0.0,1451.0,0,2,2,1,1,539.0,0,Normal,180921.19589041095
20,RL,16770,Corner,1Fam,5,2002,2003,VinylSd,0.0,1712.0,0,2,3,1,1,701.0,0,Normal,180921.19589041095
120,RL,3480,Inside,TwnhsE,5,2003,2003,VinylSd,0.0,1405.0,0,2,2,1,1,478.0,0,Normal,180921.19589041095
60,RL,10928,Inside,1Fam,5,2005,2005,VinylSd,0.0,728.0,728,2,3,1,1,390.0,0,Normal,180921.19589041095
60,RL,8918,Inside,1Fam,5,2005,2006,VinylSd,0.0,745.0,745,2,3,1,1,392.0,0,Normal,180921.19589041095
120,RL,3182,Inside,TwnhsE,5,2005,2006,VinylSd,0.0,1220.0,0,2,2,1,1,397.0,0,Normal,180921.19589041095
80,RL,9434,Inside,1Fam,5,2004,2005,WdShing,0.0,384.0,630,2,3,1,1,400.0,0,Normal,180921.19589041095
60,RL,7984,Inside,1Fam,5,2004,2005,VinylSd,0.0,868.0,762,2,3,1,1,436.0,0,Normal,180921.19589041095
60,RL,10125,Inside,1Fam,5,2004,2004,VinylSd,0.0,846.0,748,2,3,1,1,434.0,0,Normal,180921.19589041095
60,RL,8965,Inside,1Fam,5,2003,2003,VinylSd,0.0,782.0,683,2,3,1,1,400.0,0,Normal,180921.19589041095
60,RL,8174,Inside,1Fam,5,2003,2003,VinylSd,0.0,698.0,644,2,3,1,1,393.0,0,Normal,180921.19589041095
60,RL,12891,Corner,1Fam,5,2002,2002,VinylSd,0.0,870.0,1126,2,4,1,1,644.0,0,Normal,180921.19589041095
80,RL,9734,Inside,1Fam,5,2004,2004,VinylSd,113.0,384.0,630,2,3,1,0,400.0,0,Normal,180921.19589041095
60,RL,8433,Inside,1Fam,5,2000,2000,VinylSd,0.0,794.0,695,2,3,1,1,394.0,0,Normal,180921.19589041095
80,RL,7750,Inside,1Fam,5,1999,2000,VinylSd,0.0,384.0,656,2,3,1,1,400.0,0,Normal,180921.19589041095
60,RL,15896,CulDSac,1Fam,5,1999,1999,VinylSd,0.0,1177.0,1089,2,4,1,1,658.0,0,Normal,180921.19589041095
80,RL,7848,Inside,1Fam,6,1999,1999,VinylSd,0.0,384.0,656,2,3,1,1,410.0,0,Normal,180921.19589041095
60,RL,12720,Inside,1Fam,5,2000,2000,VinylSd,0.0,1455.0,1221,2,4,1,2,810.0,0,Normal,180921.19589041095
20,RL,10750,CulDSac,1Fam,5,1994,1995,Wd Sdng,1526.0,2024.0,0,2,3,1,2,815.0,0,Normal,180921.19589041095
60,RL,9085,Inside,1Fam,5,1995,1996,VinylSd,0.0,1070.0,967,2,3,1,1,647.0,0,Normal,180921.19589041095
60,RL,11692,Inside,1Fam,5,1993,1994,HdBoard,0.0,1173.0,1017,2,3,1,1,623.0,0,Normal,180921.19589041095
20,RL,11194,Inside,1Fam,5,2008,2008,VinylSd,0.0,1696.0,0,2,3,1,0,972.0,0,Normal,180921.19589041095
20,RL,10206,Inside,1Fam,5,2008,2008,VinylSd,0.0,1614.0,0,2,3,1,1,726.0,0,Normal,180921.19589041095
20,RL,10130,Inside,1Fam,5,2007,2007,VinylSd,0.0,1702.0,0,2,3,1,1,844.0,0,Normal,180921.19589041095
20,RL,9139,Inside,1Fam,5,2006,2006,VinylSd,0.0,1422.0,0,2,3,1,1,492.0,0,Normal,180921.19589041095
