MSSubClass,MSZoning,LotArea,Utilities,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,PoolArea,SaleCondition,SalePrice
120,RL,3635,AllPub,Inside,TwnhsE,5,2007,2007,VinylSd,0.0,1386.0,0,2,1,1,1,660.0,0,Normal,175900.0
190,RM,11340,AllPub,Inside,2fmCon,6,1885,1950,VinylSd,0.0,777.0,1044,2,4,2,0,560.0,0,Normal,122500.0
60,RL,16545,AllPub,Inside,1Fam,5,1998,1998,VinylSd,0.0,1284.0,1140,2,3,1,1,1069.0,0,Normal,340000.0
20,RL,9204,AllPub,Inside,1Fam,5,1963,1963,HdBoard,872.0,1144.0,0,1,3,1,0,336.0,0,Normal,124000.0
20,RL,16381,AllPub,Inside,1Fam,5,1969,1969,Plywood,0.0,1844.0,0,2,3,1,1,540.0,0,Normal,223000.0
60,RL,11700,AllPub,Corner,1Fam,6,1968,1968,HdBoard,0.0,708.0,708,2,3,1,1,776.0,0,Normal,179900.0
120,RL,4043,AllPub,Inside,TwnhsE,5,1977,1977,Plywood,0.0,1069.0,0,2,2,1,1,440.0,0,Normal,127500.0
120,RM,4435,AllPub,Inside,TwnhsE,5,2003,2003,VinylSd,0.0,848.0,0,1,1,1,0,420.0,0,Normal,136500.0
80,RL,19690,AllPub,CulDSac,1Fam,7,1966,1966,Plywood,0.0,697.0,626,2,4,1,1,432.0,738,Alloca,274970.0
20,RL,9503,AllPub,Inside,1Fam,5,1958,1983,HdBoard,374.0,1024.0,0,1,2,1,1,484.0,0,Normal,144000.0
20,RL,10721,AllPub,Inside,1Fam,6,1959,1959,HdBoard,0.0,1252.0,0,1,3,1,0,528.0,0,Normal,142000.0
60,RL,10944,AllPub,Inside,1Fam,5,1994,1994,VinylSd,0.0,1223.0,904,2,3,1,2,525.0,0,Normal,271000.0
50,RL,10930,AllPub,Inside,1Fam,6,1945,1950,MetalSd,0.0,913.0,510,1,3,1,1,288.0,0,Normal,140000.0
30,RM,7200,AllPub,Corner,1Fam,7,1940,1992,MetalSd,0.0,788.0,0,1,2,1,2,240.0,0,Abnorml,119000.0
20,RL,12546,AllPub,Corner,1Fam,7,1981,1981,MetalSd,0.0,1440.0,0,2,3,1,1,467.0,0,Normal,182900.0
60,RL,21930,AllPub,Inside,1Fam,5,2005,2005,VinylSd,0.0,732.0,1104,2,4,1,1,372.0,0,Normal,192140.0
120,RL,4928,AllPub,Inside,TwnhsE,6,1976,1976,Plywood,0.0,958.0,0,2,2,1,0,440.0,0,Normal,143750.0
30,RL,10800,AllPub,Inside,1Fam,6,1927,2007,Wd Sdng,0.0,656.0,0,2,4,1,0,216.0,0,Normal,64500.0
60,RL,10261,AllPub,Inside,1Fam,5,2000,2000,VinylSd,0.0,936.0,830,2,3,1,1,451.0,0,Normal,186500.0
20,RL,17400,AllPub,Inside,1Fam,5,1977,1977,BrkFace,0.0,1126.0,0,2,3,1,1,484.0,0,Normal,160000.0
20,RL,8400,AllPub,Inside,1Fam,9,1962,2005,Wd Sdng,0.0,1319.0,0,1,3,1,1,462.0,0,Abnorml,174000.0
20,RL,9000,AllPub,FR2,1Fam,6,1971,1971,HdBoard,0.0,864.0,0,1,3,1,0,528.0,0,Normal,120500.0
20,RL,12444,AllPub,FR2,1Fam,5,2008,2008,VinylSd,0.0,1932.0,0,2,2,1,1,774.0,0,Partial,394617.0
20,RM,7407,AllPub,Inside,1Fam,7,1957,1996,MetalSd,0.0,912.0,0,1,2,1,0,923.0,0,Normal,149700.0
60,RL,11584,AllPub,Inside,1Fam,6,1979,1979,HdBoard,110.0,539.0,685,2,3,1,1,550.0,0,Normal,197000.0
70,RL,11526,AllPub,Inside,1Fam,7,1922,1994,MetalSd,0.0,588.0,748,2,3,1,1,672.0,0,Normal,191000.0
120,RM,4426,AllPub,Inside,TwnhsE,5,2004,2004,VinylSd,0.0,848.0,0,1,1,1,1,420.0,0,Normal,149300.0
60,FV,11003,AllPub,Inside,1Fam,5,2008,2008,VinylSd,0.0,1017.0,981,2,3,1,1,812.0,0,Normal,310000.0
30,RL,8854,AllPub,Inside,1Fam,6,1916,1950,Wd Sdng,0.0,952.0,0,1,2,1,1,192.0,0,Normal,121000.0
20,RL,8500,AllPub,FR2,1Fam,5,2004,2004,VinylSd,0.0,1422.0,0,2,3,1,0,626.0,0,Normal,179600.0
85,RL,8400,AllPub,Inside,1Fam,5,1966,1966,VinylSd,627.0,814.0,0,1,3,1,0,240.0,0,Normal,129000.0
20,RL,26142,AllPub,CulDSac,1Fam,7,1962,1962,HdBoard,0.0,1188.0,0,1,3,1,0,312.0,0,Normal,157900.0
60,RL,10000,AllPub,Inside,1Fam,5,1995,1996,VinylSd,0.0,1220.0,870,2,3,1,1,556.0,0,Normal,240000.0
50,RL,11767,AllPub,Inside,1Fam,7,1910,2000,MetalSd,0.0,560.0,550,1,2,1,0,384.0,0,Normal,112000.0
180,RM,1533,AllPub,Inside,Twnhs,7,1970,1970,CemntBd,0.0,630.0,0,1,1,1,0,0.0,0,Abnorml,92000.0
90,RL,9000,AllPub,FR2,Duplex,5,1974,1974,VinylSd,0.0,896.0,896,2,4,2,0,0.0,0,Normal,136000.0
20,RL,9262,AllPub,Inside,1Fam,5,2008,2009,CemntBd,0.0,1573.0,0,2,3,1,1,840.0,0,Partial,287090.0
180,RM,3675,AllPub,Inside,TwnhsE,5,2005,2005,VinylSd,0.0,547.0,0,1,2,1,0,525.0,0,Normal,145000.0
20,RL,17217,AllPub,Inside,1Fam,5,2006,2006,VinylSd,0.0,1140.0,0,1,3,1,0,0.0,0,Abnorml,84500.0
20,FV,7500,AllPub,Inside,1Fam,5,2004,2005,VinylSd,0.0,1221.0,0,2,2,1,0,400.0,0,Normal,185000.0
60,RL,7917,AllPub,Inside,1Fam,5,1999,2000,VinylSd,0.0,953.0,694,2,3,1,1,460.0,0,Normal,175000.0
20,RL,13175,AllPub,Inside,1Fam,6,1978,1988,Plywood,163.0,1542.0,0,2,3,1,2,500.0,0,Normal,210000.0
70,RL,9042,AllPub,Inside,1Fam,9,1941,2006,CemntBd,0.0,1152.0,1152,2,4,1,2,252.0,0,Normal,266500.0
20,RL,9717,AllPub,Inside,1Fam,6,1950,1996,MetalSd,1029.0,1078.0,0,1,2,1,0,240.0,0,Normal,142125.0
20,RL,9937,AllPub,Inside,1Fam,6,1965,1965,HdBoard,290.0,1256.0,0,1,3,1,0,276.0,0,Normal,147500.0
20,RH,11622,AllPub,Inside,1Fam,6,1961,1961,VinylSd,144.0,882.0,0,1,2,1,0,730.0,0,Normal,
20,RL,14267,AllPub,Corner,1Fam,6,1958,1958,Wd Sdng,0.0,1329.0,0,1,3,1,0,312.0,0,Normal,
60,RL,13830,AllPub,Inside,1Fam,5,1997,1998,VinylSd,0.0,928.0,701,2,3,1,1,482.0,0,Normal,
60,RL,9978,AllPub,Inside,1Fam,6,1998,1998,VinylSd,0.0,926.0,678,2,3,1,1,470.0,0,Normal,
120,RL,5005,AllPub,Inside,TwnhsE,5,1992,1992,HdBoard,0.0,1280.0,0,2,2,1,0,506.0,0,Normal,
60,RL,10000,AllPub,Corner,1Fam,5,1993,1994,HdBoard,0.0,763.0,892,2,3,1,1,440.0,0,Normal,
20,RL,7980,AllPub,Inside,1Fam,7,1992,2007,HdBoard,0.0,1168.0,0,2,3,1,0,420.0,0,Normal,
60,RL,8402,AllPub,Inside,1Fam,5,1998,1998,VinylSd,0.0,789.0,676,2,3,1,1,393.0,0,Normal,
20,RL,10176,AllPub,Inside,1Fam,5,1990,1990,HdBoard,0.0,1300.0,0,1,2,1,1,506.0,0,Normal,
20,RL,8400,AllPub,Corner,1Fam,5,1970,1970,Plywood,78.0,882.0,0,1,2,1,0,525.0,0,Normal,
120,RH,5858,AllPub,FR2,TwnhsE,5,1999,1999,MetalSd,0.0,1405.0,0,2,2,1,1,511.0,0,Normal,
160,RM,1680,AllPub,Inside,Twnhs,5,1971,1971,HdBoard,0.0,483.0,504,1,2,1,0,264.0,0,Normal,
160,RM,1680,AllPub,Inside,Twnhs,5,1971,1971,HdBoard,0.0,525.0,567,1,3,1,0,320.0,0,Normal,
160,RL,2280,AllPub,FR2,Twnhs,6,1975,1975,Plywood,0.0,855.0,601,2,3,1,1,440.0,0,Normal,
120,RL,2280,AllPub,FR2,Twnhs,6,1975,1975,Plywood,0.0,836.0,0,1,2,1,0,308.0,0,Normal,
60,RL,12858,AllPub,Inside,1Fam,5,2009,2010,VinylSd,0.0,1590.0,707,2,3,1,1,751.0,0,Partial,
20,RL,12883,AllPub,Corner,1Fam,5,2009,2010,VinylSd,0.0,1544.0,0,2,3,1,0,868.0,0,Partial,
20,RL,11520,AllPub,Inside,1Fam,5,2005,2005,VinylSd,0.0,1698.0,0,2,3,1,1,730.0,0,Normal,
20,RL,14122,AllPub,Inside,1Fam,5,2005,2006,CemntBd,0.0,1822.0,0,2,3,1,1,678.0,0,Normal,
20,RL,14300,AllPub,Inside,1Fam,5,2003,2004,VinylSd,0.0,2846.0,0,2,3,1,2,958.0,0,Normal,
60,RL,13650,AllPub,Corner,1Fam,5,2002,2002,VinylSd,0.0,1671.0,563,2,3,1,1,756.0,0,Normal,
120,RL,7132,AllPub,Inside,TwnhsE,5,2006,2006,VinylSd,0.0,1370.0,0,2,2,1,1,484.0,0,Normal,
20,RL,18494,AllPub,Corner,1Fam,5,2005,2005,VinylSd,0.0,1324.0,0,2,3,1,0,430.0,0,Normal,
120,RL,3203,AllPub,Inside,TwnhsE,5,2006,2006,VinylSd,0.0,1145.0,0,2,2,1,0,437.0,0,Normal,
80,RL,13300,AllPub,Inside,1Fam,5,2004,2004,VinylSd,0.0,384.0,630,2,3,1,1,400.0,0,Normal,
60,RL,8577,AllPub,Inside,1Fam,5,2004,2004,VinylSd,0.0,847.0,886,2,3,1,1,433.0,0,Normal,
60,RL,17433,AllPub,CulDSac,1Fam,5,1998,1998,VinylSd,0.0,1629.0,830,2,4,1,1,962.0,0,Normal,
20,RL,8987,AllPub,Inside,1Fam,5,2005,2006,VinylSd,0.0,1595.0,0,2,2,1,1,880.0,0,Normal,
20,FV,9215,AllPub,Inside,1Fam,5,2009,2010,VinylSd,0.0,1218.0,0,2,2,1,0,676.0,0,Partial,
20,FV,10440,AllPub,Corner,1Fam,5,2005,2005,VinylSd,0.0,1468.0,0,2,2,1,1,528.0,0,Normal,
60,RL,11920,AllPub,Inside,1Fam,5,2004,2004,VinylSd,0.0,831.0,828,2,3,1,0,484.0,0,Normal,
30,RH,9800,AllPub,Corner,1Fam,5,1920,1950,Wd Sdng,0.0,816.0,0,1,2,1,0,429.0,0,Normal,
20,RL,15410,AllPub,CulDSac,1Fam,6,1974,2002,Plywood,859.0,1208.0,0,2,3,1,2,461.0,0,Abnorml,
60,RL,13143,AllPub,Inside,1Fam,5,1993,1993,HdBoard,981.0,1231.0,1098,2,4,1,1,762.0,0,Normal,
60,RL,11134,AllPub,Inside,1Fam,5,1992,1993,HdBoard,0.0,1390.0,823,2,4,1,1,713.0,0,Normal,
120,FV,4835,AllPub,CulDSac,TwnhsE,5,2004,2005,MetalSd,0.0,1488.0,0,2,2,1,1,506.0,0,Normal,
160,FV,3515,AllPub,Inside,TwnhsE,5,2004,2004,VinylSd,0.0,840.0,840,2,2,1,0,588.0,0,Normal,
160,FV,3215,AllPub,Inside,TwnhsE,5,2004,2004,MetalSd,0.0,600.0,600,2,2,1,0,480.0,0,Normal,
160,FV,2544,AllPub,Inside,Twnhs,5,2004,2005,MetalSd,42.0,600.0,600,2,2,1,0,480.0,0,Normal,
160,FV,2544,AllPub,Inside,Twnhs,5,2005,2005,VinylSd,0.0,600.0,636,2,2,1,0,480.0,0,Normal,
160,FV,2980,AllPub,Corner,TwnhsE,5,2000,2000,MetalSd,0.0,756.0,756,2,2,1,0,440.0,0,Normal,
160,FV,2403,AllPub,FR2,TwnhsE,5,2003,2003,VinylSd,0.0,530.0,550,2,2,1,0,496.0,0,Normal,
20,FV,12853,AllPub,Inside,1Fam,5,2010,2010,CemntBd,0.0,1642.0,0,1,1,1,1,852.0,0,Partial,
60,FV,7379,AllPub,Inside,1Fam,5,2000,2000,VinylSd,0.0,975.0,873,2,3,1,1,592.0,0,Normal,
20,FV,8000,AllPub,Inside,1Fam,5,2002,2002,VinylSd,0.0,1492.0,0,2,3,1,1,596.0,0,Normal,
20,RL,10456,AllPub,Inside,1Fam,6,1967,1967,HdBoard,0.0,1829.0,0,2,4,1,0,535.0,0,Normal,
60,RL,10791,AllPub,Inside,1Fam,5,1993,1993,MetalSd,0.0,1280.0,1215,2,4,1,1,660.0,0,Normal,
50,RL,18837,AllPub,Inside,1Fam,5,1978,1978,MetalSd,46.0,1224.0,604,3,3,1,1,678.0,0,Normal,
60,RL,9600,AllPub,Inside,1Fam,6,1971,1971,MetalSd,0.0,715.0,715,1,4,1,0,441.0,0,Normal,
20,RL,9600,AllPub,Inside,1Fam,5,1966,1966,VinylSd,0.0,1232.0,0,1,3,1,0,490.0,0,Normal,
20,RL,9900,AllPub,Corner,1Fam,5,1966,1966,HdBoard,0.0,1209.0,0,1,3,1,0,504.0,0,Normal,
20,RL,9680,AllPub,Inside,1Fam,6,1967,1967,Wd Sdng,0.0,1510.0,0,2,3,1,0,517.0,0,Normal,
80,RL,10600,AllPub,Inside,1Fam,5,1964,1964,HdBoard,0.0,533.0,644,2,3,1,0,480.0,0,Family,
90,RL,13260,AllPub,Inside,Duplex,6,1962,2001,HdBoard,0.0,1728.0,0,2,6,2,0,0.0,0,Abnorml,
50,RL,9724,AllPub,Inside,1Fam,7,1952,2002,MetalSd,0.0,1140.0,532,2,3,1,2,400.0,0,Normal,
50,RL,17360,AllPub,Corner,1Fam,6,1949,1950,MetalSd,0.0,782.0,537,2,3,1,1,470.0,0,Normal,
85,RL,11380,AllPub,Inside,1Fam,8,1966,2008,HdBoard,0.0,1080.0,0,1,2,1,1,315.0,0,Normal,
90,RL,8267,AllPub,Corner,Duplex,5,1958,1958,HdBoard,0.0,1604.0,0,2,4,2,0,576.0,0,Normal,
20,RL,8197,AllPub,Inside,1Fam,5,2003,2009,VinylSd,0.0,1480.0,0,2,3,1,0,620.0,0,Normal,
20,RL,8050,AllPub,Inside,1Fam,5,1959,1959,MetalSd,162.0,1143.0,0,1,3,1,0,308.0,0,Normal,
20,RL,10725,AllPub,Inside,1Fam,5,1959,1959,MetalSd,0.0,1206.0,0,1,3,1,0,312.0,0,Normal,
20,RL,10032,AllPub,Inside,1Fam,5,1959,1959,Wd Sdng,0.0,1244.0,0,1,3,1,2,440.0,0,Normal,
50,RL,8382,AllPub,Inside,1Fam,5,1956,1956,MetalSd,0.0,832.0,505,1,3,1,0,263.0,0,Normal,
20,RL,10950,AllPub,Inside,1Fam,7,1952,1952,WdShing,0.0,864.0,0,1,2,1,0,318.0,0,Normal,
20,RL,10895,AllPub,Corner,1Fam,6,1955,1955,MetalSd,0.0,972.0,0,1,3,1,0,305.0,0,Normal,
190,RL,13587,AllPub,Inside,2fmCon,5,1958,1958,MetalSd,0.0,988.0,0,1,2,1,0,264.0,0,Abnorml,
30,RL,7898,AllPub,Corner,1Fam,7,1920,1994,MetalSd,0.0,576.0,0,1,2,1,0,676.0,0,Normal,
50,RL,8064,AllPub,Inside,1Fam,8,1948,2004,WdShing,174.0,816.0,408,1,3,1,0,280.0,0,Normal,
20,RL,7635,AllPub,Corner,1Fam,6,1960,1960,BrkFace,350.0,1175.0,0,1,3,1,0,484.0,0,Normal,
20,RL,9760,AllPub,Inside,1Fam,7,1963,1984,Wd Sdng,263.0,1395.0,0,1,2,1,1,440.0,0,Normal,
50,RM,4800,AllPub,Corner,1Fam,5,1900,1954,Wd Sdng,0.0,709.0,687,1,3,1,2,240.0,0,Abnorml,
30,RM,4485,AllPub,Inside,1Fam,7,1920,1950,Wd Sdng,0.0,936.0,0,1,2,1,1,0.0,0,Normal,
20,RM,5805,AllPub,Inside,1Fam,7,1957,1957,MetalSd,1073.0,1347.0,0,1,3,1,0,551.0,0,Normal,
45,RM,6900,AllPub,Corner,1Fam,7,1938,2000,MetalSd,0.0,827.0,424,1,3,1,0,240.0,0,Normal,
50,RM,11851,AllPub,Inside,1Fam,7,1948,2009,VinylSd,0.0,1027.0,606,1,3,1,1,240.0,0,Normal,
50,RM,8239,AllPub,Inside,1Fam,6,1920,1962,MetalSd,0.0,1008.0,185,1,3,1,0,315.0,0,Normal,
30,RM,9656,AllPub,Inside,1Fam,2,1923,1970,AsbShng,0.0,678.0,0,1,2,1,1,780.0,0,Abnorml,
70,RM,9600,AllPub,Corner,1Fam,9,1900,2003,Wd Sdng,0.0,930.0,636,2,3,1,0,288.0,0,Abnorml,
70,RM,9000,AllPub,Inside,1Fam,9,1890,2002,Wd Sdng,0.0,346.0,1111,3,3,1,0,624.0,0,Normal,
190,RM,9045,AllPub,Inside,2fmCon,3,1910,1950,MetalSd,0.0,840.0,1128,2,4,2,0,0.0,0,Abnorml,
70,RM,10560,AllPub,Inside,1Fam,7,1922,1994,Wd Sdng,0.0,738.0,602,1,2,1,0,624.0,0,Normal,
50,RM,5830,AllPub,Corner,1Fam,6,1950,1997,MetalSd,0.0,988.0,582,1,3,1,0,363.0,0,Normal,
75,RL,7793,AllPub,Corner,1Fam,7,1922,2005,Wd Sdng,0.0,1108.0,908,1,3,1,1,315.0,0,Normal,
30,RM,5000,AllPub,Inside,1Fam,7,1925,1950,MetalSd,0.0,765.0,0,1,2,1,0,200.0,0,Normal,
50,RM,6000,AllPub,Inside,1Fam,7,1939,1950,MetalSd,12.0,608.0,524,1,2,1,0,240.0,0,Abnorml,
50,RM,6000,AllPub,Inside,1Fam,6,1940,1950,MetalSd,0.0,572.0,348,1,3,1,2,576.0,0,Normal,
50,RM,6360,AllPub,Corner,1Fam,6,1942,1950,MetalSd,159.0,835.0,498,1,3,1,2,240.0,0,Normal,
50,RM,6000,AllPub,Inside,1Fam,7,1948,1950,Wd Sdng,0.0,780.0,636,1,3,1,0,312.0,0,Normal,
50,RM,6240,AllPub,Inside,1Fam,7,1936,1980,VinylSd,0.0,528.0,492,1,2,1,0,624.0,0,Normal,
50,RM,6240,AllPub,Inside,1Fam,5,1930,1950,MetalSd,0.0,928.0,608,2,4,1,1,480.0,0,Normal,
30,RM,6120,AllPub,Inside,1Fam,5,1923,1950,Wd Sdng,0.0,1124.0,0,1,2,1,1,288.0,0,Normal,
50,RM,8094,AllPub,Inside,1Fam,5,1915,1950,MetalSd,0.0,888.0,1074,1,4,1,1,572.0,0,Normal,
70,RM,12900,AllPub,Inside,1Fam,8,1912,2009,Wd Sdng,0.0,780.0,780,1,3,1,0,0.0,0,Normal,
70,RM,3068,AllPub,Inside,1Fam,8,1920,1993,VinylSd,0.0,662.0,662,1,3,1,0,180.0,0,Normal,
20,RL,15263,AllPub,Inside,1Fam,5,1959,1959,HdBoard,0.0,1422.0,0,2,3,1,2,365.0,0,Normal,
50,RL,10632,AllPub,Inside,1Fam,3,1917,1950,Wd Sdng,0.0,689.0,499,1,3,1,0,180.0,0,Normal,
190,RL,9900,AllPub,Inside,2fmCon,4,1915,1950,Wd Sdng,0.0,1212.0,180,1,3,1,0,0.0,0,Normal,
50,RL,6001,AllPub,Inside,1Fam,5,1940,1950,VinylSd,0.0,600.0,319,1,3,1,0,231.0,0,Normal,
70,C (all),6449,AllPub,Inside,1Fam,1,1907,1950,Wd Sdng,0.0,707.0,942,1,4,1,0,0.0,0,Abnorml,
190,RH,6048,AllPub,Corner,2fmCon,7,1910,1950,Wd Sdng,0.0,856.0,744,2,2,2,1,450.0,0,Normal,
90,RL,10773,AllPub,Inside,Duplex,3,1967,1967,Plywood,0.0,1832.0,0,2,4,2,0,0.0,0,Normal,
20,RL,7800,AllPub,Inside,1Fam,7,1966,2008,HdBoard,474.0,864.0,0,1,3,1,0,416.0,0,Normal,
20,RL,7832,AllPub,Inside,1Fam,5,1968,1968,HdBoard,0.0,864.0,0,1,2,1,0,280.0,0,Normal,
90,RL,7424,AllPub,Inside,Duplex,5,1978,1978,Plywood,0.0,1319.0,0,1,3,1,2,591.0,0,Normal,
60,RL,11227,AllPub,Inside,1Fam,5,1968,1968,HdBoard,453.0,720.0,720,1,4,1,2,480.0,0,Normal,
20,RL,20062,AllPub,Inside,1Fam,7,1977,2001,Wd Sdng,0.0,1420.0,0,1,1,1,2,690.0,0,Normal,
30,RL,9259,AllPub,Corner,1Fam,4,1927,1950,Wd Sdng,0.0,660.0,0,1,2,1,0,440.0,0,Normal,
60,RL,17082,AllPub,CulDSac,1Fam,5,1978,1992,VinylSd,0.0,1117.0,864,2,4,1,1,522.0,0,Normal,
50,RL,18600,AllPub,Inside,1Fam,4,1938,1990,Wd Sdng,684.0,972.0,558,2,4,1,1,480.0,0,Normal,
20,RL,11479,AllPub,Inside,1Fam,7,1950,1987,Wd Sdng,387.0,663.0,0,1,3,1,1,467.0,0,Normal,
50,RL,9350,AllPub,Inside,1Fam,6,1947,1979,WdShing,0.0,756.0,0,1,3,1,1,209.0,0,Normal,
20,RL,9525,AllPub,Inside,1Fam,7,1954,1998,WdShing,0.0,1172.0,0,1,3,1,0,366.0,0,Normal,
20,RL,17485,AllPub,Inside,1Fam,5,2009,2010,VinylSd,0.0,1508.0,0,1,1,1,2,572.0,0,Partial,
20,RL,11200,AllPub,CulDSac,1Fam,3,1964,1964,Wd Sdng,0.0,1250.0,0,2,3,1,0,504.0,0,Normal,
20,RL,11980,AllPub,Inside,1Fam,5,1987,1987,Plywood,0.0,1433.0,0,1,1,1,2,528.0,0,Normal,
60,RL,12361,AllPub,CulDSac,1Fam,7,1993,1993,VinylSd,0.0,946.0,838,2,3,1,1,1017.0,0,Normal,
20,RL,7360,AllPub,Inside,1Fam,5,2010,2010,VinylSd,0.0,1222.0,0,2,2,1,0,615.0,0,Normal,
50,RL,14235,AllPub,Inside,1Fam,8,1900,1993,Wd Sdng,0.0,676.0,614,2,3,1,0,484.0,0,Normal,
85,RL,11105,AllPub,Corner,1Fam,5,1996,1996,VinylSd,0.0,870.0,0,1,2,1,0,580.0,0,Normal,
60,RL,9337,AllPub,Inside,1Fam,5,1997,1998,VinylSd,0.0,878.0,800,2,3,1,1,513.0,0,Normal,
20,RL,15240,AllPub,FR2,1Fam,8,1977,2004,CemntBd,688.0,1026.0,0,1,3,1,0,308.0,0,Normal,
20,RL,7480,AllPub,Inside,1Fam,6,1972,1972,Wd Sdng,0.0,876.0,0,1,3,1,0,484.0,0,Normal,
20,RL,10389,AllPub,Inside,1Fam,5,2003,2003,CemntBd,0.0,1978.0,0,2,3,1,1,850.0,0,Normal,
60,RL,9375,AllPub,Inside,1Fam,5,1997,1997,VinylSd,0.0,1040.0,1054,2,4,1,1,621.0,0,Normal,
120,RM,4435,AllPub,Inside,TwnhsE,5,2003,2003,VinylSd,0.0,848.0,0,1,1,1,0,420.0,0,Normal,
30,RL,8777,AllPub,Inside,1Fam,6,1945,2007,VinylSd,0.0,0.0,0,1,2,1,0,240.0,0,Normal,
20,RL,8842,AllPub,Corner,1Fam,6,1954,1954,VinylSd,0.0,381.0,0,1,3,1,0,319.0,0,Abnorml,
20,RL,10044,AllPub,CulDSac,1Fam,6,1968,1968,MetalSd,0.0,1196.0,0,1,3,1,0,336.0,0,Normal,
50,RL,11792,AllPub,Inside,1Fam,5,1948,1950,VinylSd,0.0,744.0,328,1,2,1,0,480.0,0,Abnorml,
80,RL,6305,AllPub,Inside,1Fam,6,1975,1975,Plywood,0.0,1008.0,0,1,3,1,1,352.0,0,Normal,
20,RL,6410,AllPub,Inside,1Fam,5,1958,1958,WdShing,0.0,960.0,0,1,3,1,0,0.0,0,Normal,
30,RL,4853,AllPub,Inside,1Fam,6,1924,1999,MetalSd,0.0,1107.0,0,2,2,1,1,260.0,0,Normal,
30,RL,7890,AllPub,Corner,1Fam,6,1939,1950,Wd Sdng,0.0,856.0,0,1,2,1,1,399.0,0,Normal,
90,RH,7200,AllPub,Inside,Duplex,6,1967,1967,Plywood,0.0,0.0,1788,3,6,2,0,0.0,0,Normal,
50,RL,9839,AllPub,Inside,1Fam,2,1931,1950,VinylSd,0.0,894.0,772,1,3,1,1,0.0,0,Normal,
50,RL,10452,AllPub,Inside,1Fam,6,1941,1985,Wd Sdng,252.0,1528.0,908,1,4,1,2,312.0,0,Normal,
90,RL,15600,AllPub,Inside,Duplex,6,1950,1991,VinylSd,0.0,1032.0,1075,2,5,2,0,484.0,0,Normal,
80,RL,19645,AllPub,FR2,1Fam,6,1994,2007,VinylSd,0.0,423.0,756,2,3,1,0,473.0,0,Normal,
120,RM,3907,AllPub,Inside,TwnhsE,6,1989,1989,HdBoard,0.0,982.0,0,1,1,1,1,598.0,0,Normal,
120,RM,3907,AllPub,Inside,TwnhsE,5,1989,1989,HdBoard,0.0,1191.0,0,2,2,1,1,531.0,0,Normal,
30,RM,8154,AllPub,Inside,1Fam,5,1941,1950,Wd Sdng,0.0,480.0,0,1,1,1,0,200.0,0,Normal,
50,RM,9140,AllPub,Inside,1Fam,5,1921,1975,Wd Sdng,0.0,629.0,380,1,2,1,0,625.0,0,Normal,
30,C (all),8712,AllPub,Corner,1Fam,7,1896,1950,Wd Sdng,0.0,756.0,0,1,3,1,0,330.0,0,Alloca,
120,RM,3811,AllPub,Corner,TwnhsE,5,2004,2005,CemntBd,0.0,1594.0,0,2,2,1,1,525.0,0,Normal,
60,RL,11050,AllPub,Inside,1Fam,5,1998,1999,VinylSd,0.0,1049.0,880,2,3,1,1,741.0,0,Normal,
80,RL,9620,AllPub,Inside,1Fam,7,1977,1977,Plywood,0.0,1243.0,0,2,3,1,1,473.0,0,Normal,
90,RL,12760,AllPub,Inside,Duplex,5,1976,1976,Plywood,0.0,1958.0,0,3,5,2,0,776.0,0,Normal,
20,RL,11896,AllPub,Corner,1Fam,5,2008,2008,VinylSd,0.0,1336.0,0,2,3,1,1,660.0,0,Normal,
20,RL,9803,AllPub,Inside,1Fam,5,2009,2010,VinylSd,0.0,1214.0,0,2,2,1,0,520.0,0,Partial,
60,RL,9802,AllPub,Inside,1Fam,5,2006,2007,VinylSd,0.0,384.0,700,2,3,1,0,400.0,0,Normal,
20,RL,15300,AllPub,Inside,1Fam,5,1965,1977,Plywood,0.0,1068.0,0,1,2,1,1,528.0,0,Normal,
20,RL,10114,AllPub,Inside,1Fam,5,2004,2005,VinylSd,0.0,1430.0,0,2,3,1,0,624.0,0,Normal,
20,RL,11875,AllPub,Inside,1Fam,5,1999,1999,VinylSd,0.0,1344.0,0,2,3,1,1,686.0,0,Normal,
120,RM,2394,AllPub,Inside,Twnhs,6,1973,1973,CemntBd,0.0,945.0,0,1,2,1,1,253.0,0,Normal,
160,RM,1476,AllPub,Inside,Twnhs,7,1970,1970,CemntBd,0.0,546.0,546,1,3,1,0,0.0,0,Normal,
160,RM,1900,AllPub,Inside,TwnhsE,4,1970,1970,CemntBd,0.0,546.0,546,1,3,1,0,0.0,0,Normal,
160,RM,1890,AllPub,Inside,TwnhsE,6,1972,1972,CemntBd,0.0,546.0,546,1,3,1,0,286.0,0,Normal,
20,RL,6953,AllPub,Inside,1Fam,7,1971,2004,VinylSd,0.0,864.0,0,1,3,1,0,352.0,0,Normal,
20,RL,12887,AllPub,Inside,1Fam,7,1984,1984,VinylSd,590.0,833.0,0,1,2,1,0,495.0,0,Normal,
90,RL,7700,AllPub,Inside,Duplex,2,1985,1986,HdBoard,0.0,1216.0,1216,4,4,2,0,616.0,0,Normal,
60,RL,10475,AllPub,Inside,1Fam,5,1991,1991,HdBoard,0.0,624.0,650,1,3,1,0,576.0,0,Normal,
